0,0,-4
2,6,8
8,31,25
-25,11,-5
9,-55,-32
6,-41,-4
-4,35,-15
-11,30,-9
1,21,-13
-23,-26,25
40,-41,-13
36,-39,-11
-38,22,20
-17,34,-4
2,22,-16
-22,11,12
16,-43,7
40,-25,-19
-12,-19,10
-19,34,-5
-10,24,-9
-1,20,-7
-6,-38,16
38,-27,-10
24,-32,4
-38,38,0
-11,32,-12
-4,29,-12
-19,-31,33
44,-35,-14
27,-27,-7
-48,42,8
-15,22,-13
-4,25,-17
-21,-6,16
40,-41,-3
35,-26,-7
-38,21,10
-17,32,-6
1,20,-14
-30,13,9
33,-41,-6
42,-24,-14
-30,-4,24
-12,36,-3
-8,27,-15
-16,6,9
48,-58,11
40,-32,-10
-62,26,27
-19,32,-9
-1,23,-9
-22,-10,20
45,-41,-5
29,-28,-5
-1,0,0
-11,28,-11
0,23,-15
-25,-10,25
50,-44,-11
29,-24,-5
-56,51,-16
-10,28,-20
0,24,-6
-16,-28,33
53,-37,-10
28,-25,-2
-48,47,-14
-13,25,-19
-3,18,-13
-14,-4,21
28,-32,-2
30,-28,-1
-29,28,-6
-13,27,-11
-6,25,-10
-2,-43,22
55,-28,-19
4,-27,16
-29,48,-15
-13,34,-18
-25,22,4
24,-51,7
54,-22,-20
-32,-13,18
-10,37,-24
-10,30,-5
-30,-3,0
55,-42,-2
37,-33,-2
-60,47,-3
-17,32,-10
-4,19,-5
-12,-14,9
43,-34,-7
35,-20,-3
-28,-1,11
-26,46,-12
-4,29,-13
-17,-31,16
49,-29,-15
23,-30,6
-45,29,-2
-24,40,-10
-7,16,-9
-8,-21,12
40,-29,-9
38,-35,4
-44,24,6
-22,37,-6
-5,22,-11
-13,-21,25
46,-35,-6
36,-33,4
-53,35,-24
-23,32,-11
-4,19,-4
-15,-9,4
42,-27,-1
26,-32,13
-22,42,-21
-20,32,-11
-12,17,-4
0,-26,12
52,-30,-5
13,-25,16
-19,49,-18
-11,26,-22
-15,19,3
11,-32,6
58,-30,-6
-8,-24,26
-14,39,-19
-6,27,-17
-25,13,12
28,-43,7
45,-22,-14
-21,-13,12
-6,35,-18
-21,27,0
-19,6,-8
46,-33,-4
37,-14,-12
-42,-8,17
-21,44,-13
-9,24,-12
-3,-31,19
48,-28,-7
35,-26,0
-56,52,-15
-17,31,-1
-11,25,-12
14,-35,6
48,-28,-3
-14,-12,14
-5,31,-20
-17,21,-2
-16,-1,7
36,-38,8
48,-20,-3
-38,-2,13
-29,35,-4
-15,26,-8
-8,-26,16
62,-34,-3
18,-33,11
-20,46,-33
-21,35,-10
-18,19,-6
20,-44,7
51,-23,-8
-34,-14,13
-14,33,-2
-20,26,-5
-15,4,-8
73,-51,26
24,-33,10
-29,33,-22
-19,38,-7
-20,25,-10
18,-42,5
58,-26,-6
-4,-30,11
-31,46,4
-15,33,-11
-21,-1,-1
39,-40,5
48,-27,-4
-62,18,-10
-31,36,-3
-10,25,-9
9,-42,21
61,-25,-5
-3,-28,9
-3,48,-20
-17,28,-11
-26,-6,14
44,-40,1
44,-26,-3
-49,5,1
-31,39,-5
-16,26,-6
5,-35,10
53,-25,-2
15,-30,6
-17,61,-14
-19,33,-16
-27,6,2
38,-37,4
49,-19,-9
-39,-12,18
-23,38,-18
-15,25,-9
5,-29,14
48,-34,3
-18,-20,10
-7,32,-6
-8,28,-9
-21,-12,9
50,-33,-3
24,-29,8
-51,40,-15
-30,38,-17
-19,16,-7
15,-34,8
49,-27,-16
0,-33,31
-9,51,-19
-18,35,-6
-14,-16,11
52,-38,-1
25,-35,4
-25,57,-11
-25,37,-4
-10,21,-8
17,-39,9
49,-30,-18
-47,1,24
-24,36,8
-12,33,-12
-14,-20,6
48,-35,-6
25,-29,5
-54,37,28
-15,40,-11
-26,13,-5
30,-42,0
51,-24,-10
-61,0,12
-29,43,-6
-11,22,-12
-8,-25,8
60,-39,-2
-18,-18,4
-19,45,-25
-24,29,-5
-13,-30,17
66,-33,-5
18,-31,9
-14,56,-20
-20,33,-5
-21,-3,9
39,-33,-2
46,-29,0
-41,11,13
-26,46,-13
-12,25,-8
6,-34,8
52,-19,-19
9,-30,0
-26,69,-19
-19,34,-9
-21,-8,-1
57,-41,0
27,-26,-1
-47,51,-10
-21,33,-4
-19,14,0
26,-40,4
51,-27,-15
-49,-3,14
-26,39,14
-10,26,-17
0,-32,9
59,-34,-11
-8,-26,19
-8,50,-15
-9,29,-6
-18,-15,10
58,-42,0
27,-32,-5
-57,67,14
-18,40,-8
-22,13,-7
39,-43,-2
40,-35,-1
-62,27,13
-22,43,4
-17,15,-10
31,-43,1
41,-34,-6
-70,43,4
-15,34,-19
-21,17,5
17,-40,9
55,-25,-21
-21,-27,11
-8,56,3
-13,28,-9
-6,-26,8
61,-40,-6
-4,-23,0
-30,53,-6
-17,38,-15
-22,-7,-1
60,-46,2
19,-34,5
-29,61,3
-21,32,-8
-22,4,3
47,-43,-4
37,-34,-7
-54,42,14
-22,45,-8
-8,17,-11
26,-45,-5
37,-43,-3
-43,51,25
-28,47,-11
-15,11,-6
37,-47,5
40,-36,-6
-56,42,-9
-22,43,-8
-8,21,2
1,-34,0
54,-40,-6
-44,15,-11
-25,43,-8
-5,22,-7
-5,-31,18
-85,152,57
14,-38,17
-7,64,-9
-16,30,-1
-28,-8,7
58,-42,-11
18,-34,0
-39,55,-4
-19,40,-9
-13,-7,2
50,-39,-5
4,-34,11
-14,57,-28
-13,23,-7
-19,-12,17
49,-39,-25
17,-36,0
-9,75,-11
-20,30,-1
-20,-19,7
53,-39,-9
1,-37,21
-25,43,16
-10,28,-11
-10,-18,10
62,-44,-3
-51,-5,23
-24,45,-6
-5,17,-8
15,-47,20
47,-31,-13
-36,0,3
-16,31,-15
-8,20,2
-11,-27,9
52,-35,-15
-4,-31,8
0,47,3
-6,26,-11
-22,-4,10
55,-48,2
22,-31,5
-8,53,0
-14,31,-11
-19,16,1
47,-56,5
37,-37,-3
-35,48,10
-19,42,-9
-21,20,0
41,-57,3
38,-31,-12
-46,37,9
-24,45,-1
-21,26,-4
35,-62,8
47,-35,-3
-54,56,-7
-19,34,-5
-14,22,1
15,-42,3
55,-30,-14
-59,11,22
-26,34,-12
-3,27,-12
0,-36,11
53,-31,-13
-27,-19,14
-12,45,-16
-4,22,-17
-14,-10,18
56,-44,5
12,-31,6
-2,44,-24
-13,31,-14
-24,8,4
49,-49,5
32,-35,5
-33,48,-3
-21,36,-12
-15,23,-2
13,-47,12
55,-32,-15
-39,0,11
-15,35,-6
-13,30,-6
-9,-29,12
60,-37,-4
-10,-17,9
-7,40,-3
-18,30,-6
-25,-8,6
59,-44,-2
24,-32,0
-37,59,-12
-4,33,-8
-18,10,1
30,-45,4
48,-25,-20
-58,1,22
-21,44,-2
-7,22,-14
-6,-24,15
59,-44,-1
-18,-19,15
-7,37,-10
-11,34,-7
-16,-25,15
61,-40,-4
11,-23,13
-14,47,-17
-9,34,-12
-31,1,5
46,-52,-1
31,-22,-6
-45,29,-12
-20,36,-5
-23,29,0
21,-51,1
52,-26,-15
-50,10,-2
-22,36,3
-9,32,-12
19,-49,23
54,-30,-8
-44,-2,18
-22,36,-5
-5,27,-6
5,-52,22
59,-31,-21
-61,5,23
-18,28,-6
-11,25,-7
-7,-34,7
55,-34,-13
-28,-10,4
-28,34,0
-6,29,-7
-1,-33,21
41,-30,-6
-4,-20,12
-204,117,80
-9,28,-10
-12,-21,17
34,-30,2
15,-26,-5
-28,43,-21
-18,35,-10
-21,5,5
41,-41,2
28,-31,2
2,52,-40
-21,35,0
-27,8,2
57,-49,6
22,-35,16
-32,39,-14
-15,34,-10
-33,10,0
56,-47,2
27,-35,0
-26,48,-10
-14,35,-6
-30,3,5
55,-49,2
27,-26,-14
-41,65,12
-9,33,-8
-17,22,-10
38,-48,16
42,-36,-13
-56,42,-5
-19,45,-2
-14,23,-13
41,-63,11
38,-32,-9
-53,38,-6
-20,42,-7
-12,27,-12
11,-50,16
