,Flex_1,Flex_2,Flex_3,Flex_4,Flex_5,Yaw,Pitch,Roll,Gesture
0,-2.0,-4.0,-18.0,0.0,8.0,89.0,6.722235,6.360457,Come Here
1,-2.0,0.0,-16.0,2.0,12.0,89.0,6.700003,6.466939,Come Here
2,-8.0,-8.0,-18.0,0.0,12.0,89.0,6.635451,6.367587,Come Here
3,2.0,8.0,-8.0,8.0,12.0,89.0,0.968758,5.642951,Come Here
4,10.0,8.0,-8.0,8.0,12.0,89.0,2.179462,6.292349,Come Here
5,8.0,8.0,-8.0,12.0,12.0,89.0,2.322833,6.284311,Come Here
6,2.0,4.0,-10.0,8.0,12.0,89.0,2.061945,6.157755,Come Here
7,2.0,12.0,-4.0,12.0,12.0,89.0,2.182807,6.154456,Come Here
8,2.0,8.0,-8.0,12.0,12.0,89.0,2.207649,6.2571639999999995,Come Here
9,10.0,0.0,-12.0,6.0,8.0,1.0,-16.25535,1.134572,Go Away
10,8.0,0.0,-16.0,8.0,10.0,1.0,-16.569464,1.153373,Go Away
11,14.0,-8.0,-22.0,0.0,4.0,0.0,-15.356535000000001,2.962141,Go Away
12,14.0,-8.0,-18.0,2.0,4.0,0.0,-15.285746,2.916627,Go Away
13,18.0,-10.0,-20.0,-4.0,0.0,0.0,-13.282063,2.63246,Go Away
14,18.0,-8.0,-18.0,0.0,0.0,0.0,-13.365089999999999,2.117424,Go Away
15,18.0,-4.0,-18.0,0.0,0.0,0.0,-13.966631,1.6846729999999999,Go Away
16,18.0,-8.0,-20.0,0.0,0.0,0.0,-14.621329000000001,0.83845,Go Away
17,18.0,-8.0,-18.0,0.0,-2.0,0.0,-16.012707000000002,0.792678,Go Away
18,18.0,-8.0,-16.0,0.0,-2.0,0.0,-15.971472,0.5277930000000001,Go Away
19,50.0,64.0,64.0,96.0,76.0,1.0,-0.534141,2.186302,Fist
20,50.0,64.0,64.0,96.0,76.0,1.0,-1.315699,1.9058099999999998,Fist
21,50.0,64.0,60.0,96.0,74.0,1.0,-0.961725,1.73927,Fist
22,48.0,64.0,64.0,96.0,76.0,1.0,-0.948369,1.7478669999999998,Fist
23,50.0,64.0,64.0,96.0,76.0,1.0,-1.169949,1.802472,Fist
24,50.0,64.0,62.0,94.0,74.0,1.0,-1.282522,1.91598,Fist
25,46.0,64.0,64.0,96.0,74.0,1.0,-1.303626,1.7810080000000001,Fist
26,50.0,64.0,60.0,88.0,74.0,1.0,-1.359182,1.664981,Fist
27,48.0,64.0,62.0,96.0,74.0,1.0,-1.287847,1.625542,Fist
28,50.0,64.0,62.0,96.0,76.0,1.0,-1.167885,1.6529610000000001,Fist
29,-38.0,-28.0,-50.0,48.0,28.0,2.0,6.462306,3.6359550000000005,Finger Crossed
30,-30.0,-28.0,-48.0,48.0,60.0,2.0,6.123094,3.553118,Finger Crossed
31,-30.0,-26.0,-46.0,48.0,28.0,2.0,6.178239,3.6572400000000003,Finger Crossed
32,-30.0,-24.0,-46.0,48.0,28.0,2.0,6.246218,3.400275,Finger Crossed
33,-30.0,-24.0,-48.0,48.0,28.0,2.0,5.830918,3.182012,Finger Crossed
34,-30.0,-24.0,-46.0,48.0,28.0,2.0,5.525351000000001,3.134044,Finger Crossed
35,-30.0,-24.0,-46.0,48.0,28.0,2.0,5.1510169999999995,3.066847,Finger Crossed
36,-30.0,-26.0,-48.0,46.0,28.0,2.0,5.20718,2.978534,Finger Crossed
37,-24.0,-20.0,-44.0,48.0,28.0,2.0,4.718363,2.9382479999999997,Finger Crossed
38,-30.0,-20.0,-46.0,48.0,60.0,2.0,4.518661,2.8764819999999998,Finger Crossed
39,-46.0,24.0,24.0,64.0,28.0,3.0,-20.714312,66.81517,Cash
40,-46.0,30.0,32.0,62.0,28.0,3.0,-20.277651000000002,67.20174399999999,Cash
41,-38.0,28.0,28.0,64.0,28.0,3.0,-20.12191,67.313751,Cash
42,-38.0,28.0,36.0,68.0,28.0,3.0,-20.147982,67.019531,Cash
43,-46.0,28.0,38.0,72.0,62.0,3.0,-20.625622,66.57325,Cash
44,-38.0,32.0,32.0,72.0,60.0,3.0,-20.705029,66.592674,Cash
45,-38.0,24.0,32.0,72.0,60.0,3.0,-20.721609,66.508522,Cash
46,-38.0,28.0,32.0,72.0,60.0,3.0,-20.705915,66.476357,Cash
47,-38.0,32.0,38.0,72.0,60.0,3.0,-20.603003,66.60659,Cash
48,-38.0,28.0,38.0,72.0,64.0,3.0,-20.557791,66.610008,Cash
49,-2.0,-64.0,60.0,96.0,74.0,89.0,32.668243,24.262976000000002,One
50,-6.0,-64.0,60.0,96.0,76.0,89.0,33.038486,23.873785,One
51,2.0,-56.0,60.0,94.0,72.0,89.0,33.486538,23.84473,One
52,-2.0,-58.0,60.0,96.0,72.0,89.0,33.860825,24.019652999999998,One
53,-6.0,-56.0,56.0,96.0,68.0,90.0,33.681561,24.392854999999997,One
54,-6.0,-56.0,56.0,92.0,68.0,90.0,33.931923,24.375887,One
55,-2.0,-56.0,56.0,92.0,68.0,90.0,34.281013,24.388115,One
56,-2.0,-56.0,56.0,92.0,68.0,90.0,34.370613,24.430075,One
57,-2.0,-52.0,60.0,96.0,68.0,90.0,34.541969,24.742025,One
58,0.0,-56.0,60.0,96.0,72.0,89.0,34.618896,24.772245,One
59,10.0,-72.0,-82.0,72.0,74.0,87.0,40.435883000000004,25.213039000000002,Two
60,14.0,-68.0,-80.0,72.0,74.0,87.0,40.956238,25.151722,Two
61,16.0,-64.0,-72.0,80.0,76.0,87.0,41.278709,24.85153,Two
62,18.0,-64.0,-64.0,78.0,76.0,87.0,41.337494,24.769688000000002,Two
63,18.0,-64.0,-64.0,80.0,76.0,87.0,41.786961,24.548956,Two
64,14.0,-64.0,-64.0,78.0,76.0,87.0,42.286156,24.378687,Two
65,18.0,-64.0,-56.0,76.0,76.0,87.0,42.474987,24.039629,Two
66,18.0,-64.0,-60.0,80.0,76.0,87.0,42.530956,23.870516000000002,Two
67,14.0,-64.0,-64.0,76.0,74.0,87.0,42.630371000000004,23.980518,Two
68,10.0,-64.0,-64.0,76.0,72.0,87.0,42.726203999999996,24.038099,Two
69,18.0,-58.0,-100.0,-64.0,76.0,85.0,40.814926,26.376520000000003,Three
70,18.0,-56.0,-88.0,-60.0,76.0,85.0,41.054726,26.072592,Three
71,18.0,-56.0,-84.0,-60.0,76.0,85.0,41.252739,26.095209,Three
72,18.0,-56.0,-80.0,-58.0,76.0,85.0,41.497223,25.938019,Three
73,18.0,-54.0,-88.0,-56.0,76.0,85.0,41.541247999999996,26.286177000000002,Three
74,18.0,-56.0,-84.0,-58.0,74.0,85.0,41.856606,26.261364,Three
75,18.0,-64.0,-88.0,-58.0,72.0,85.0,41.983349,26.282225,Three
76,18.0,-58.0,-88.0,-56.0,72.0,85.0,42.14978,26.451164000000002,Three
77,18.0,-56.0,-82.0,-56.0,68.0,85.0,42.303738,26.591524,Three
78,18.0,-56.0,-82.0,-56.0,76.0,85.0,42.330036,26.818953000000004,Three
79,18.0,-60.0,-80.0,-80.0,-68.0,84.0,49.462784,21.774376,Four
80,18.0,-64.0,-80.0,-80.0,-64.0,84.0,49.524673,21.619446,Four
81,18.0,-56.0,-74.0,-74.0,-56.0,84.0,49.49218,21.365617999999998,Four
82,18.0,-58.0,-74.0,-80.0,-56.0,84.0,49.541065,21.589853,Four
83,18.0,-56.0,-72.0,-72.0,-52.0,84.0,49.919193,21.491484,Four
84,18.0,-56.0,-74.0,-72.0,-52.0,84.0,50.150581,21.298075,Four
85,18.0,-56.0,-80.0,-74.0,-54.0,84.0,50.279552,21.455309,Four
86,18.0,-54.0,-74.0,-72.0,-52.0,83.0,50.592278,21.165815,Four
87,18.0,-56.0,-72.0,-68.0,-52.0,83.0,50.778576,20.955919,Four
88,18.0,-56.0,-72.0,-66.0,-46.0,83.0,50.72974,21.123722,Four
89,-94.0,-56.0,-76.0,-64.0,-40.0,85.0,53.865826,7.363173,Five
90,-80.0,-54.0,-72.0,-64.0,-36.0,85.0,54.95665699999999,6.908257000000001,Five
91,-76.0,-52.0,-68.0,-62.0,-36.0,85.0,55.194115000000004,6.879685,Five
92,-78.0,-52.0,-72.0,-64.0,-36.0,85.0,54.97539499999999,6.860372999999999,Five
93,-76.0,-52.0,-68.0,-62.0,-36.0,85.0,55.099548,7.419736,Five
94,-76.0,-52.0,-72.0,-62.0,-36.0,84.0,55.197865,7.209996,Five
95,-74.0,-56.0,-68.0,-62.0,-36.0,84.0,55.189468000000005,7.291374,Five
96,-74.0,-50.0,-64.0,-60.0,-36.0,84.0,55.27621800000001,7.1177600000000005,Five
97,-74.0,-56.0,-72.0,-64.0,-36.0,84.0,55.303974,7.175782000000001,Five
98,-76.0,-56.0,-68.0,-62.0,-36.0,84.0,55.315922,7.512641,Five
99,-30.0,44.0,-58.0,-64.0,-44.0,79.0,78.76814300000001,7.232702000000001,Excellent
100,-38.0,44.0,-64.0,-64.0,-40.0,79.0,79.006584,6.9631240000000005,Excellent
101,-30.0,46.0,-64.0,-62.0,-36.0,78.0,79.163849,6.739545,Excellent
102,-30.0,40.0,-64.0,-62.0,-40.0,78.0,79.449112,6.658444,Excellent
103,-30.0,44.0,-58.0,-62.0,-36.0,78.0,79.77154499999999,6.263969,Excellent
104,-30.0,44.0,-64.0,-62.0,-36.0,77.0,80.05366500000001,6.432592,Excellent
105,-30.0,44.0,-64.0,-62.0,-36.0,77.0,80.150101,6.4960629999999995,Excellent
106,-30.0,44.0,-64.0,-62.0,-36.0,77.0,80.188202,6.592718,Excellent
107,-32.0,40.0,-64.0,-60.0,-36.0,77.0,80.39389,6.429179,Excellent
108,-32.0,40.0,-64.0,-60.0,-36.0,94.0,13.364076,1.510712,Excellent
109,-74.0,-64.0,-72.0,-72.0,-36.0,4.0,64.948921,-4.949488,Stop
110,-70.0,-64.0,-72.0,-68.0,-36.0,4.0,65.324844,-4.470319,Stop
111,-66.0,-64.0,-72.0,-70.0,-36.0,3.0,64.94503,-4.31346,Stop
112,-62.0,-58.0,-68.0,-70.0,-28.0,3.0,64.573288,-3.4498900000000003,Stop
113,-64.0,-58.0,-72.0,-66.0,-30.0,4.0,64.120407,-2.846556,Stop
114,-66.0,-58.0,-72.0,-68.0,-36.0,3.0,64.17319499999999,-2.5775900000000003,Stop
115,-62.0,-58.0,-64.0,-64.0,-36.0,4.0,64.456108,-2.825534,Stop
116,-64.0,-56.0,-64.0,-64.0,-36.0,3.0,64.126068,-2.8752,Stop
117,-62.0,-56.0,-66.0,-64.0,-36.0,3.0,63.968723,-2.794716,Stop
118,-62.0,-52.0,-64.0,-64.0,-24.0,3.0,63.932415,-2.680143,Stop
119,-78.0,48.0,48.0,76.0,64.0,4.0,3.6947769999999998,80.339752,Thumbs Up
120,-80.0,48.0,48.0,72.0,62.0,4.0,2.9651419999999997,79.575859,Thumbs Up
121,-78.0,44.0,48.0,72.0,62.0,3.0,2.2679270000000002,79.39364599999999,Thumbs Up
122,-78.0,44.0,48.0,72.0,62.0,3.0,1.8356009999999998,79.703049,Thumbs Up
123,-78.0,48.0,48.0,72.0,62.0,3.0,1.70645,79.962273,Thumbs Up
124,-74.0,46.0,48.0,72.0,62.0,3.0,1.372223,79.882538,Thumbs Up
125,-78.0,48.0,48.0,72.0,62.0,3.0,1.568349,80.002472,Thumbs Up
126,-76.0,44.0,48.0,72.0,62.0,3.0,1.535276,79.999496,Thumbs Up
127,-76.0,48.0,52.0,72.0,62.0,3.0,1.552373,80.082901,Thumbs Up
128,-76.0,44.0,48.0,72.0,64.0,3.0,1.494221,79.967896,Thumbs Up
129,-78.0,40.0,48.0,80.0,62.0,91.0,-14.742141,-62.703323,Thumbs Down
130,-76.0,44.0,48.0,80.0,60.0,91.0,-15.238937,-63.117691,Thumbs Down
131,-78.0,40.0,48.0,80.0,62.0,91.0,-15.483212,-63.032371999999995,Thumbs Down
132,-74.0,40.0,48.0,80.0,60.0,91.0,-15.223373,-62.86375400000001,Thumbs Down
133,-76.0,44.0,48.0,76.0,60.0,91.0,-14.781951000000001,-62.839439,Thumbs Down
134,-74.0,40.0,48.0,80.0,60.0,91.0,-14.361026,-63.015544999999996,Thumbs Down
135,-74.0,40.0,48.0,80.0,64.0,91.0,-14.587223000000002,-63.001121999999995,Thumbs Down
136,-76.0,40.0,48.0,76.0,60.0,91.0,-14.575389000000001,-62.786427,Thumbs Down
137,-76.0,38.0,48.0,80.0,60.0,91.0,-14.695195000000002,-62.448662,Thumbs Down
138,-74.0,44.0,48.0,84.0,64.0,91.0,-14.552678,-62.412647,Thumbs Down
139,18.0,-22.0,-28.0,-8.0,-8.0,23.0,39.264694,0.158354,Come Here
140,26.0,-18.0,-26.0,-8.0,-8.0,23.0,39.257034000000004,0.190452,Come Here
141,26.0,-22.0,-26.0,-8.0,-8.0,23.0,39.286011,0.32953499999999997,Come Here
142,28.0,-18.0,-26.0,-8.0,-8.0,23.0,39.506454,0.359428,Come Here
143,26.0,-16.0,-24.0,-8.0,-4.0,23.0,39.74971,0.790608,Come Here
144,26.0,-22.0,-26.0,-8.0,-8.0,23.0,39.782688,1.0248030000000001,Come Here
145,26.0,-16.0,-24.0,-8.0,-8.0,23.0,39.566565999999995,1.584295,Come Here
146,26.0,-22.0,-24.0,-8.0,-2.0,24.0,39.539196000000004,0.7490180000000001,Come Here
147,26.0,-22.0,-24.0,-8.0,-2.0,24.0,39.539196000000004,0.7490180000000001,Come Here
148,26.0,-22.0,-26.0,-8.0,-8.0,24.0,39.604977000000005,0.6658390000000001,Come Here
149,8.0,-6.0,-20.0,-4.0,-8.0,11.0,-32.103493,-13.744902,Go Away
150,10.0,-6.0,-20.0,-4.0,-8.0,11.0,-32.185287,-13.278732999999999,Go Away
151,10.0,-8.0,-20.0,-4.0,0.0,11.0,-31.437775,-13.407129999999999,Go Away
152,10.0,-6.0,-22.0,-6.0,-8.0,11.0,-31.185459,-13.729842999999999,Go Away
153,14.0,-6.0,-20.0,-6.0,-2.0,11.0,-31.063984,-13.729885999999999,Go Away
154,10.0,-2.0,-16.0,-4.0,0.0,11.0,-30.731780999999998,-14.014187,Go Away
155,14.0,-6.0,-22.0,-4.0,-8.0,11.0,-30.616707,-13.792945000000001,Go Away
156,16.0,-6.0,-16.0,-4.0,0.0,11.0,-30.250291999999998,-13.668222,Go Away
157,14.0,-6.0,-20.0,-6.0,0.0,11.0,-29.890504999999997,-13.866418,Go Away
158,14.0,-6.0,-16.0,-6.0,0.0,11.0,-29.879540999999996,-14.189525,Go Away
159,96.0,56.0,60.0,88.0,70.0,6.0,3.000781,-10.302636999999999,Fist
160,94.0,56.0,60.0,80.0,64.0,4.0,7.453527,-23.780237,Fist
161,94.0,58.0,60.0,84.0,64.0,3.0,10.192007,-22.640202,Fist
162,94.0,54.0,64.0,84.0,64.0,4.0,10.854712,-21.179235000000002,Fist
163,90.0,54.0,60.0,84.0,64.0,4.0,11.354888,-20.708462,Fist
164,90.0,50.0,52.0,84.0,56.0,4.0,11.768081,-20.497770000000003,Fist
165,94.0,50.0,60.0,86.0,64.0,4.0,11.851041,-20.705904,Fist
166,34.0,-6.0,-4.0,64.0,52.0,4.0,14.724281,-19.787277,Finger Crossed
167,38.0,2.0,2.0,64.0,48.0,4.0,-2.396343,1.3105129999999998,Finger Crossed
168,42.0,2.0,0.0,64.0,52.0,2.0,-19.006577,7.4792320000000005,Finger Crossed
169,42.0,2.0,0.0,64.0,52.0,2.0,-19.006577,7.4792320000000005,Finger Crossed
170,34.0,0.0,0.0,64.0,48.0,2.0,-4.963888,-6.639505000000001,Finger Crossed
171,40.0,0.0,-4.0,64.0,52.0,4.0,17.738766000000002,-11.257446,Finger Crossed
172,8.0,14.0,52.0,88.0,54.0,12.0,7.448582000000001,82.161484,Cash
173,6.0,10.0,52.0,88.0,52.0,12.0,7.535319,82.027863,Cash
174,10.0,14.0,58.0,88.0,54.0,12.0,7.4362960000000005,82.06819899999999,Cash
175,10.0,16.0,60.0,88.0,54.0,12.0,7.3414399999999995,82.15164200000001,Cash
176,10.0,14.0,52.0,88.0,48.0,12.0,7.109526,82.338585,Cash
177,10.0,10.0,52.0,88.0,54.0,12.0,7.134361999999999,82.286819,Cash
178,6.0,10.0,50.0,88.0,48.0,12.0,7.2411270000000005,82.119621,Cash
179,30.0,-56.0,52.0,88.0,54.0,18.0,88.117638,0.17436300000000002,One
180,30.0,-54.0,60.0,88.0,56.0,18.0,84.500061,4.151054,One
181,34.0,-54.0,60.0,88.0,54.0,29.0,60.981472,21.78923,One
182,34.0,-54.0,60.0,88.0,56.0,27.0,63.927914,14.567957999999999,One
183,40.0,-54.0,60.0,88.0,56.0,26.0,68.348351,8.8162,One
184,40.0,-54.0,60.0,88.0,48.0,27.0,68.115402,6.6989600000000005,One
185,26.0,-50.0,52.0,88.0,54.0,22.0,80.199158,6.475738,One
186,30.0,-48.0,56.0,88.0,48.0,21.0,82.79034399999999,5.209204,One
187,34.0,-50.0,52.0,88.0,48.0,21.0,82.384712,5.250921,One
188,32.0,-50.0,52.0,88.0,50.0,32.0,53.076435,29.299244,One
189,42.0,-46.0,-76.0,70.0,44.0,22.0,51.320301,35.355858000000005,Two
190,42.0,-46.0,-76.0,70.0,44.0,22.0,51.320301,35.355858000000005,Two
191,42.0,-34.0,-76.0,70.0,46.0,29.0,60.844147,29.077129,Two
192,40.0,-38.0,-64.0,64.0,42.0,25.0,63.929512,11.832386999999999,Two
193,42.0,-38.0,-68.0,68.0,44.0,25.0,64.273087,11.841145,Two
194,42.0,-38.0,-64.0,68.0,44.0,25.0,64.56965600000001,12.010558999999999,Two
195,42.0,-38.0,-68.0,64.0,42.0,25.0,64.63319399999999,11.944872,Two
196,42.0,-38.0,-64.0,70.0,44.0,25.0,64.611038,12.12595,Two
197,42.0,-38.0,-64.0,68.0,44.0,25.0,64.63492600000001,12.129633,Two
198,42.0,-38.0,-60.0,68.0,44.0,25.0,64.589729,12.144361,Two
199,46.0,-38.0,-64.0,70.0,44.0,25.0,64.62350500000001,12.317591,Two
200,42.0,-38.0,-60.0,70.0,44.0,25.0,64.743813,12.583694,Two
201,42.0,-46.0,-88.0,-98.0,40.0,19.0,-35.810696,-54.04743199999999,Three
202,44.0,-38.0,-84.0,-88.0,40.0,26.0,66.291519,15.046088000000001,Three
203,42.0,-46.0,-86.0,-80.0,40.0,26.0,66.64009899999999,15.041864000000002,Three
204,42.0,-46.0,-86.0,-80.0,40.0,26.0,66.64009899999999,15.041864000000002,Three
205,42.0,-40.0,-84.0,-64.0,40.0,26.0,66.495476,14.993942,Three
206,46.0,-38.0,-84.0,-64.0,40.0,26.0,66.450485,15.048816,Three
207,42.0,-46.0,-86.0,-70.0,40.0,26.0,66.551025,14.876517999999999,Three
208,42.0,-46.0,-86.0,-68.0,40.0,26.0,66.063408,14.388476,Three
209,46.0,-46.0,-80.0,-64.0,40.0,26.0,65.87838,14.717994000000001,Three
210,42.0,-46.0,-84.0,-60.0,40.0,26.0,65.997421,14.848532999999998,Three
211,54.0,-34.0,-62.0,-88.0,-72.0,28.0,64.40029100000001,8.720526,Four
212,50.0,-34.0,-60.0,-88.0,-64.0,27.0,62.83915699999999,9.286014,Four
213,50.0,-36.0,-60.0,-82.0,-64.0,28.0,63.99276,8.912611,Four
214,48.0,-38.0,-64.0,-82.0,-64.0,28.0,64.05231500000001,8.332647,Four
215,48.0,-38.0,-62.0,-80.0,-60.0,28.0,64.510269,8.697078,Four
216,50.0,-38.0,-64.0,-80.0,-64.0,28.0,64.657402,8.366325999999999,Four
217,50.0,-34.0,-60.0,-76.0,-58.0,28.0,64.603065,8.452272,Four
218,48.0,-38.0,-62.0,-80.0,-60.0,28.0,65.258087,8.355030000000001,Four
219,50.0,-38.0,-64.0,-80.0,-60.0,28.0,65.30764,8.21532,Four
220,50.0,-36.0,-60.0,-76.0,-56.0,28.0,65.476265,7.993752000000001,Four
221,-38.0,-42.0,-62.0,-76.0,-56.0,28.0,77.951401,2.59421,Five
222,-54.0,-46.0,-64.0,-76.0,-56.0,28.0,75.500061,3.8017440000000002,Five
223,-50.0,-46.0,-64.0,-80.0,-56.0,28.0,75.635605,3.45554,Five
224,-46.0,-46.0,-60.0,-76.0,-64.0,28.0,75.378204,3.911604,Five
225,-46.0,-46.0,-68.0,-80.0,-64.0,28.0,75.33255799999999,4.0197650000000005,Five
226,-46.0,-46.0,-64.0,-76.0,-64.0,27.0,75.348206,4.197436,Five
227,-42.0,-46.0,-68.0,-76.0,-64.0,27.0,75.2528,4.621625,Five
228,-46.0,-46.0,-62.0,-80.0,-64.0,27.0,75.238708,4.443718,Five
229,-46.0,-46.0,-66.0,-72.0,-64.0,27.0,75.207825,3.7164040000000003,Five
230,-6.0,8.0,-86.0,-108.0,-56.0,13.0,72.793228,-5.828346,Excellent
231,-10.0,10.0,-84.0,-108.0,-56.0,13.0,72.994789,-5.936108,Excellent
232,-6.0,8.0,-84.0,-104.0,-56.0,13.0,74.06237800000001,-7.090654,Excellent
233,-6.0,6.0,-86.0,-104.0,-56.0,12.0,73.824821,-7.295507000000001,Excellent
234,-6.0,10.0,-84.0,-104.0,-56.0,13.0,73.49868000000001,-6.746455,Excellent
235,-6.0,10.0,-84.0,-104.0,-56.0,13.0,72.502258,-5.951033,Excellent
236,-6.0,10.0,-80.0,-104.0,-56.0,14.0,74.226562,-4.0806309999999995,Excellent
237,-2.0,10.0,-84.0,-104.0,-56.0,14.0,74.140129,-4.66186,Excellent
238,-14.0,8.0,-84.0,-104.0,-56.0,14.0,74.46199,-3.3219760000000003,Excellent
239,-6.0,10.0,-84.0,-104.0,-56.0,13.0,72.296257,-3.6282870000000003,Excellent
240,-2.0,10.0,-80.0,-104.0,-56.0,14.0,72.703918,-3.266251,Excellent
241,-54.0,-78.0,-84.0,-104.0,-84.0,13.0,74.46238699999999,-13.310322,Stop
242,-50.0,-70.0,-80.0,-104.0,-84.0,15.0,79.255409,-8.86315,Stop
243,-40.0,-62.0,-78.0,-104.0,-82.0,15.0,77.709946,-7.465178,Stop
244,-32.0,-62.0,-76.0,-104.0,-80.0,14.0,77.87481700000001,-7.556611,Stop
245,-30.0,-62.0,-76.0,-104.0,-80.0,14.0,76.21725500000001,-8.401377,Stop
246,-30.0,-56.0,-80.0,-98.0,-80.0,14.0,75.545509,-8.60848,Stop
247,-30.0,-54.0,-76.0,-96.0,-74.0,14.0,75.42504100000001,-8.653772,Stop
248,-30.0,-54.0,-76.0,-96.0,-72.0,14.0,76.247017,-8.04755,Stop
249,-30.0,-54.0,-78.0,-100.0,-74.0,14.0,76.590248,-7.970403,Stop
250,-30.0,-54.0,-76.0,-98.0,-72.0,14.0,76.880661,-7.815328,Stop
251,-66.0,34.0,36.0,56.0,38.0,8.0,17.663322,72.254021,Thumbs Up
252,-62.0,34.0,36.0,56.0,40.0,8.0,17.159054,72.74838299999999,Thumbs Up
253,-62.0,34.0,38.0,48.0,32.0,9.0,17.229647,72.710167,Thumbs Up
254,-62.0,32.0,36.0,56.0,32.0,9.0,17.211527,72.719955,Thumbs Up
255,-62.0,34.0,36.0,52.0,36.0,9.0,17.102671,72.828629,Thumbs Up
256,-62.0,30.0,36.0,52.0,32.0,9.0,16.943241,72.98423000000001,Thumbs Up
257,-58.0,34.0,36.0,52.0,36.0,9.0,17.285951999999998,72.646805,Thumbs Up
258,-58.0,34.0,36.0,54.0,32.0,9.0,17.48525,72.438553,Thumbs Up
259,-58.0,34.0,36.0,56.0,40.0,9.0,17.656767000000002,72.24353,Thumbs Up
260,-58.0,34.0,36.0,54.0,38.0,8.0,17.671417,72.202843,Thumbs Up
261,-58.0,34.0,36.0,52.0,38.0,8.0,17.826057000000002,72.024857,Thumbs Up
262,-60.0,36.0,36.0,52.0,36.0,8.0,-3.8064739999999997,-78.786888,Thumbs Down
263,-58.0,34.0,38.0,56.0,40.0,8.0,-4.106279,-79.07867399999999,Thumbs Down
264,-56.0,34.0,38.0,52.0,36.0,7.0,-3.80005,-80.243431,Thumbs Down
265,-58.0,34.0,36.0,56.0,36.0,7.0,-3.730525,-81.070938,Thumbs Down
266,-58.0,34.0,36.0,56.0,40.0,7.0,-3.994482,-81.34335300000001,Thumbs Down
267,-58.0,36.0,38.0,56.0,40.0,8.0,-4.942524,-81.551224,Thumbs Down
268,-58.0,34.0,38.0,56.0,40.0,8.0,-5.8195239999999995,-81.334175,Thumbs Down
269,-58.0,34.0,40.0,56.0,40.0,8.0,-5.4477839999999995,-81.781471,Thumbs Down
270,-56.0,36.0,38.0,56.0,40.0,8.0,-5.383463,-82.44693000000001,Thumbs Down
271,36.0,-56.0,-60.0,-64.0,-40.0,34.0,41.412003000000006,2.424564,Come Here
272,48.0,-48.0,-56.0,-62.0,-40.0,34.0,42.013702,2.500525,Come Here
273,40.0,-48.0,-56.0,-60.0,-40.0,34.0,41.877296,2.728646,Come Here
274,40.0,-48.0,-54.0,-60.0,-40.0,34.0,42.953964,3.635568,Come Here
275,48.0,-44.0,-52.0,-60.0,-40.0,34.0,43.18248,4.871375,Come Here
276,40.0,-48.0,-54.0,-60.0,-40.0,34.0,43.316002000000005,4.918248,Come Here
277,46.0,-48.0,-46.0,-56.0,-40.0,34.0,43.655437,4.630421,Come Here
278,44.0,-48.0,-52.0,-60.0,-40.0,34.0,43.636002000000005,4.312462,Come Here
279,44.0,-44.0,-54.0,-60.0,-40.0,34.0,43.031517,3.9590410000000005,Come Here
280,28.0,-40.0,-34.0,-40.0,-40.0,2.0,-32.946415,8.855161,Go Away
281,32.0,-40.0,-36.0,-40.0,-40.0,1.0,-33.134921999999996,6.264044999999999,Go Away
282,28.0,-38.0,-36.0,-40.0,-40.0,1.0,-34.046436,5.9202069999999996,Go Away
283,30.0,-40.0,-36.0,-40.0,-40.0,2.0,-35.030769,6.548951000000001,Go Away
284,28.0,-40.0,-36.0,-36.0,-40.0,2.0,-35.765762,6.633528,Go Away
285,28.0,-40.0,-32.0,-40.0,-40.0,2.0,-36.104263,6.743639999999999,Go Away
286,0.0,-40.0,-44.0,-40.0,-40.0,2.0,-35.574795,6.763286,Go Away
287,28.0,-38.0,-30.0,-36.0,-40.0,2.0,-34.725956,7.061986999999999,Go Away
288,24.0,-40.0,-36.0,-40.0,-40.0,2.0,-34.416973,7.277442999999999,Go Away
289,66.0,52.0,60.0,80.0,88.0,0.0,11.631995,1.456818,Fist
290,66.0,48.0,60.0,80.0,88.0,0.0,11.023677000000001,1.875836,Fist
291,66.0,48.0,60.0,80.0,88.0,0.0,10.408997,2.202093,Fist
292,68.0,48.0,60.0,80.0,88.0,0.0,10.291742999999999,2.541445,Fist
293,68.0,48.0,64.0,80.0,88.0,0.0,9.567563,2.102463,Fist
294,66.0,48.0,58.0,80.0,88.0,0.0,8.257189,2.879718,Fist
295,66.0,48.0,64.0,80.0,88.0,1.0,7.502,2.701562,Fist
296,66.0,44.0,58.0,80.0,84.0,0.0,8.302649,3.8843379999999996,Fist
297,68.0,48.0,56.0,80.0,88.0,0.0,8.303103,3.218771,Fist
298,68.0,46.0,60.0,80.0,88.0,0.0,8.330061,3.209245,Fist
299,16.0,-48.0,-32.0,70.0,72.0,0.0,2.0846669999999996,-16.437811,Finger Crossed
300,16.0,-48.0,-32.0,70.0,72.0,0.0,2.0846669999999996,-16.437811,Finger Crossed
301,16.0,-48.0,-32.0,68.0,72.0,0.0,3.1534720000000003,-16.659954,Finger Crossed
302,12.0,-48.0,-30.0,68.0,68.0,0.0,3.074364,-16.347321,Finger Crossed
303,12.0,-48.0,-30.0,68.0,72.0,0.0,2.728189,-16.373922,Finger Crossed
304,12.0,-48.0,-28.0,66.0,70.0,1.0,3.021424,-15.683572,Finger Crossed
305,12.0,-42.0,-28.0,70.0,72.0,1.0,3.5690480000000004,-15.209141,Finger Crossed
